# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/00 - GUI/leedTaS2.tlm
#
# Structure: TaS2-(r13xr13)R13.9° - all domains
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p6m); a = 3.3540 AA; alpha = 120.00 deg
#        Basis: a = [ 3.3540 -0.0000]; b = [-1.6770  2.9046]
# Surface lattice: Hexagonal (p3); a = 12.0930 AA; alpha = 120.00 deg
#
# Exporting beams from 2 domain(s) out of 2 symmetry-equivalent ones
# Domain 1 - Basis: a = [11.7390  2.9046]; b = [-8.3850  8.7139]
#            Superlattice: [[ 4  1] [-1  3]]
# Domain 2 - Basis: a = [11.7390 -2.9046]; b = [-8.3850 -8.7139]
#            Superlattice: [[ 3 -1] [-4 -3]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h  |   k  ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( -2/13|-31/13),-0.15385,-2.38462, -0.28821, -5.32467,  190,        1,
(-31/13| 33/13),-2.38462, 2.53846, -4.46720,  2.91193,  190,        1,
( 33/13| -2/13), 2.53846,-0.15385,  4.75540,  2.41274,  190,        1,
(-36/13| 27/13),-2.76923, 2.07692, -5.18771,  1.49756,  191,        1,
( 27/13|  9/13), 2.07692, 0.69231,  3.89078,  3.74391,  191,        1,
(  9/13|-36/13), 0.69231,-2.76923,  1.29693, -5.24147,  191,        1,
(-36/13|  9/13),-2.76923, 0.69231, -5.18771, -1.49756,  192,        2,
( 27/13|-36/13), 2.07692,-2.76923,  3.89078, -3.74391,  192,        2,
(  9/13| 27/13), 0.69231, 2.07692,  1.29693,  5.24147,  192,        2,
(-27/13| 36/13),-2.07692, 2.76923, -3.89078,  3.74391,  193,        2,
( -9/13|-27/13),-0.69231,-2.07692, -1.29693, -5.24147,  193,        2,
( 36/13| -9/13), 2.76923,-0.69231,  5.18771,  1.49756,  193,        2,
(-27/13| -9/13),-2.07692,-0.69231, -3.89078, -3.74391,  194,        1,
( -9/13| 36/13),-0.69231, 2.76923, -1.29693,  5.24147,  194,        1,
( 36/13|-27/13), 2.76923,-2.07692,  5.18771, -1.49756,  194,        1,
(-38/13| 22/13),-2.92308, 1.69231, -5.47592,  0.49919,  195,        1,
( 16/13|-38/13), 1.23077,-2.92308,  2.30565, -4.99188,  195,        1,
( 22/13| 16/13), 1.69231, 1.23077,  3.17027,  4.49269,  195,        1,
(-34/13| 32/13),-2.61538, 2.46154, -4.89951,  2.49594,  196,        1,
(  2/13|-34/13), 0.15385,-2.61538,  0.28821, -5.49107,  196,        1,
( 32/13|  2/13), 2.46154, 0.15385,  4.61130,  2.99513,  196,        1,
(-38/13| 16/13),-2.92308, 1.23077, -5.47592, -0.49919,  197,        2,
( 16/13| 22/13), 1.23077, 1.69231,  2.30565,  4.99188,  197,        2,
( 22/13|-38/13), 1.69231,-2.92308,  3.17027, -4.49269,  197,        2,
(-34/13|  2/13),-2.61538, 0.15385, -4.89951, -2.49594,  198,        2,
(  2/13| 32/13), 0.15385, 2.46154,  0.28821,  5.49107,  198,        2,
( 32/13|-34/13), 2.46154,-2.61538,  4.61130, -2.99513,  198,        2,
(-16/13| 38/13),-1.23077, 2.92308, -2.30565,  4.99188,  199,        1,
(-22/13|-16/13),-1.69231,-1.23077, -3.17027, -4.49269,  199,        1,
( 38/13|-22/13), 2.92308,-1.69231,  5.47592, -0.49919,  199,        1,
( -2/13| 34/13),-0.15385, 2.61538, -0.28821,  5.49107,  200,        1,
(-32/13| -2/13),-2.46154,-0.15385, -4.61130, -2.99513,  200,        1,
( 34/13|-32/13), 2.61538,-2.46154,  4.89951, -2.49594,  200,        1,
(-16/13|-22/13),-1.23077,-1.69231, -2.30565, -4.99188,  201,        2,
(-22/13| 38/13),-1.69231, 2.92308, -3.17027,  4.49269,  201,        2,
( 38/13|-16/13), 2.92308,-1.23077,  5.47592,  0.49919,  201,        2,
( -2/13|-32/13),-0.15385,-2.46154, -0.28821, -5.49107,  202,        2,
(-32/13| 34/13),-2.46154, 2.61538, -4.61130,  2.99513,  202,        2,
( 34/13| -2/13), 2.61538,-0.15385,  4.89951,  2.49594,  202,        2,
( -3   |  2   ),-3.00000, 2.00000, -5.62002,  1.08157,  203,      1+2,
(  1   | -3   ), 1.00000,-3.00000,  1.87334, -5.40787,  203,      1+2,
(  2   |  1   ), 2.00000, 1.00000,  3.74668,  4.32630,  203,      1+2,
(-38/13| 29/13),-2.92308, 2.23077, -5.47592,  1.66396,  204,        2,
( 29/13|  9/13), 2.23077, 0.69231,  4.17899,  3.91031,  204,        2,
(  9/13|-38/13), 0.69231,-2.92308,  1.29693, -5.57427,  204,        2,
(-37/13| 31/13),-2.84615, 2.38462, -5.33182,  2.07995,  205,        1,
( 31/13|  6/13), 2.38462, 0.46154,  4.46720,  3.57751,  205,        1,
(  6/13|-37/13), 0.46154,-2.84615,  0.86462, -5.65746,  205,        1,
( -3   |  1   ),-3.00000, 1.00000, -5.62002, -1.08157,  206,      1+2,
(  1   |  2   ), 1.00000, 2.00000,  1.87334,  5.40787,  206,      1+2,
(  2   | -3   ), 2.00000,-3.00000,  3.74668, -4.32630,  206,      1+2,
(-31/13| 37/13),-2.38462, 2.84615, -4.46720,  3.57751,  207,        2,
( -6/13|-31/13),-0.46154,-2.38462, -0.86462, -5.65746,  207,        2,
( 37/13| -6/13), 2.84615,-0.46154,  5.33182,  2.07995,  207,        2,
(-38/13|  9/13),-2.92308, 0.69231, -5.47592, -1.66396,  208,        1,
( 29/13|-38/13), 2.23077,-2.92308,  4.17899, -3.91031,  208,        1,
(  9/13| 29/13), 0.69231, 2.23077,  1.29693,  5.57427,  208,        1,
(-29/13| 38/13),-2.23077, 2.92308, -4.17899,  3.91031,  209,        1,
( -9/13|-29/13),-0.69231,-2.23077, -1.29693, -5.57427,  209,        1,
( 38/13| -9/13), 2.92308,-0.69231,  5.47592,  1.66396,  209,        1,
(-37/13|  6/13),-2.84615, 0.46154, -5.33182, -2.07995,  210,        2,
( 31/13|-37/13), 2.38462,-2.84615,  4.46720, -3.57751,  210,        2,
(  6/13| 31/13), 0.46154, 2.38462,  0.86462,  5.65746,  210,        2,
(-31/13| -6/13),-2.38462,-0.46154, -4.46720, -3.57751,  211,        1,
( -6/13| 37/13),-0.46154, 2.84615, -0.86462,  5.65746,  211,        1,
( 37/13|-31/13), 2.84615,-2.38462,  5.33182, -2.07995,  211,        1,
(-29/13| -9/13),-2.23077,-0.69231, -4.17899, -3.91031,  212,        2,
( -9/13| 38/13),-0.69231, 2.92308, -1.29693,  5.57427,  212,        2,
( 38/13|-29/13), 2.92308,-2.23077,  5.47592, -1.66396,  212,        2,
( -1   |  3   ),-1.00000, 3.00000, -1.87334,  5.40787,  213,      1+2,
( -2   | -1   ),-2.00000,-1.00000, -3.74668, -4.32630,  213,      1+2,
(  3   | -2   ), 3.00000,-2.00000,  5.62002, -1.08157,  213,      1+2,
( -1   | -2   ),-1.00000,-2.00000, -1.87334, -5.40787,  214,      1+2,
( -2   |  3   ),-2.00000, 3.00000, -3.74668,  4.32630,  214,      1+2,
(  3   | -1   ), 3.00000,-1.00000,  5.62002,  1.08157,  214,      1+2,
(-40/13| 23/13),-3.07692, 1.76923, -5.76413,  0.49919,  215,        2,
( 17/13|-40/13), 1.30769,-3.07692,  2.44975, -5.24147,  215,        2,
( 23/13| 17/13), 1.76923, 1.30769,  3.31437,  4.74229,  215,        2,
(-37/13| 32/13),-2.84615, 2.46154, -5.33182,  2.24635,  216,        2,
( 32/13|  5/13), 2.46154, 0.38462,  4.61130,  3.49432,  216,        2,
(  5/13|-37/13), 0.38462,-2.84615,  0.72052, -5.74066,  216,        2,
(-40/13| 17/13),-3.07692, 1.30769, -5.76413, -0.49919,  217,        1,
( 17/13| 23/13), 1.30769, 1.76923,  2.44975,  5.24147,  217,        1,
( 23/13|-40/13), 1.76923,-3.07692,  3.31437, -4.74229,  217,        1,
(-32/13| 37/13),-2.46154, 2.84615, -4.61130,  3.49432,  218,        1,
( -5/13|-32/13),-0.38462,-2.46154, -0.72052, -5.74066,  218,        1,
( 37/13| -5/13), 2.84615,-0.38462,  5.33182,  2.24635,  218,        1,
(-37/13|  5/13),-2.84615, 0.38462, -5.33182, -2.24635,  219,        1,
( 32/13|-37/13), 2.46154,-2.84615,  4.61130, -3.49432,  219,        1,
(  5/13| 32/13), 0.38462, 2.46154,  0.72052,  5.74066,  219,        1,
(-32/13| -5/13),-2.46154,-0.38462, -4.61130, -3.49432,  220,        2,
( -5/13| 37/13),-0.38462, 2.84615, -0.72052,  5.74066,  220,        2,
( 37/13|-32/13), 2.84615,-2.46154,  5.33182, -2.24635,  220,        2,
(-17/13| 40/13),-1.30769, 3.07692, -2.44975,  5.24147,  221,        2,
(-23/13|-17/13),-1.76923,-1.30769, -3.31437, -4.74229,  221,        2,
( 40/13|-23/13), 3.07692,-1.76923,  5.76413, -0.49919,  221,        2,
(-17/13|-23/13),-1.30769,-1.76923, -2.44975, -5.24147,  222,        1,
(-23/13| 40/13),-1.76923, 3.07692, -3.31437,  4.74229,  222,        1,
( 40/13|-17/13), 3.07692,-1.30769,  5.76413,  0.49919,  222,        1,
(-41/13| 21/13),-3.15385, 1.61538, -5.90823,  0.08320,  223,        1,
( 20/13|-41/13), 1.53846,-3.15385,  2.88206, -5.15828,  223,        1,
( 21/13| 20/13), 1.61538, 1.53846,  3.02617,  5.07508,  223,        1,
(-41/13| 20/13),-3.15385, 1.53846, -5.90823, -0.08320,  224,        2,
( 20/13| 21/13), 1.53846, 1.61538,  2.88206,  5.15828,  224,        2,
( 21/13|-41/13), 1.61538,-3.15385,  3.02617, -5.07508,  224,        2,
(-36/13| 35/13),-2.76923, 2.69231, -5.18771,  2.82873,  225,        2,
(  1/13|-36/13), 0.07692,-2.76923,  0.14410, -5.90706,  225,        2,
( 35/13|  1/13), 2.69231, 0.07692,  5.04361,  3.07833,  225,        2,
(-36/13|  1/13),-2.76923, 0.07692, -5.18771, -2.82873,  226,        1,
(  1/13| 35/13), 0.07692, 2.69231,  0.14410,  5.90706,  226,        1,
( 35/13|-36/13), 2.69231,-2.76923,  5.04361, -3.07833,  226,        1,
(-20/13| 41/13),-1.53846, 3.15385, -2.88206,  5.15828,  227,        1,
(-21/13|-20/13),-1.61538,-1.53846, -3.02617, -5.07508,  227,        1,
( 41/13|-21/13), 3.15385,-1.61538,  5.90823, -0.08320,  227,        1,
(-20/13|-21/13),-1.53846,-1.61538, -2.88206, -5.15828,  228,        2,
(-21/13| 41/13),-1.61538, 3.15385, -3.02617,  5.07508,  228,        2,
( 41/13|-20/13), 3.15385,-1.53846,  5.90823,  0.08320,  228,        2,
( -1/13| 36/13),-0.07692, 2.76923, -0.14410,  5.90706,  229,        2,
(-35/13| -1/13),-2.69231,-0.07692, -5.04361, -3.07833,  229,        2,
( 36/13|-35/13), 2.76923,-2.69231,  5.18771, -2.82873,  229,        2,
( -1/13|-35/13),-0.07692,-2.69231, -0.14410, -5.90706,  230,        1,
(-35/13| 36/13),-2.69231, 2.76923, -5.04361,  3.07833,  230,        1,
( 36/13| -1/13), 2.76923,-0.07692,  5.18771,  2.82873,  230,        1,
(-40/13| 30/13),-3.07692, 2.30769, -5.76413,  1.66396,  231,        1,
( 10/13|-40/13), 0.76923,-3.07692,  1.44103, -5.82386,  231,        1,
( 30/13| 10/13), 2.30769, 0.76923,  4.32309,  4.15990,  231,        1,
(-40/13| 10/13),-3.07692, 0.76923, -5.76413, -1.66396,  232,        2,
( 10/13| 30/13), 0.76923, 2.30769,  1.44103,  5.82386,  232,        2,
( 30/13|-40/13), 2.30769,-3.07692,  4.32309, -4.15990,  232,        2,
(-10/13| 40/13),-0.76923, 3.07692, -1.44103,  5.82386,  233,        1,
(-30/13|-10/13),-2.30769,-0.76923, -4.32309, -4.15990,  233,        1,
( 40/13|-30/13), 3.07692,-2.30769,  5.76413, -1.66396,  233,        1,
(-10/13|-30/13),-0.76923,-2.30769, -1.44103, -5.82386,  234,        2,
(-30/13| 40/13),-2.30769, 3.07692, -4.32309,  4.15990,  234,        2,
( 40/13|-10/13), 3.07692,-0.76923,  5.76413,  1.66396,  234,        2,
(-42/13| 25/13),-3.23077, 1.92308, -6.05233,  0.66558,  235,        1,
( 17/13|-42/13), 1.30769,-3.23077,  2.44975, -5.57427,  235,        1,
( 25/13| 17/13), 1.92308, 1.30769,  3.60258,  4.90868,  235,        1,
(-38/13| 35/13),-2.92308, 2.69231, -5.47592,  2.66234,  236,        1,
(  3/13|-38/13), 0.23077,-2.92308,  0.43231, -6.07345,  236,        1,
( 35/13|  3/13), 2.69231, 0.23077,  5.04361,  3.41112,  236,        1,
(-42/13| 17/13),-3.23077, 1.30769, -6.05233, -0.66558,  237,        2,
( 17/13| 25/13), 1.30769, 1.92308,  2.44975,  5.57427,  237,        2,
( 25/13|-42/13), 1.92308,-3.23077,  3.60258, -4.90868,  237,        2,
(-38/13|  3/13),-2.92308, 0.23077, -5.47592, -2.66234,  238,        2,
(  3/13| 35/13), 0.23077, 2.69231,  0.43231,  6.07345,  238,        2,
( 35/13|-38/13), 2.69231,-2.92308,  5.04361, -3.41112,  238,        2,
(-17/13| 42/13),-1.30769, 3.23077, -2.44975,  5.57427,  239,        1,
(-25/13|-17/13),-1.92308,-1.30769, -3.60258, -4.90868,  239,        1,
( 42/13|-25/13), 3.23077,-1.92308,  6.05233, -0.66558,  239,        1,
( -3/13| 38/13),-0.23077, 2.92308, -0.43231,  6.07345,  240,        1,
(-35/13| -3/13),-2.69231,-0.23077, -5.04361, -3.41112,  240,        1,
( 38/13|-35/13), 2.92308,-2.69231,  5.47592, -2.66234,  240,        1,
(-17/13|-25/13),-1.30769,-1.92308, -2.44975, -5.57427,  241,        2,
(-25/13| 42/13),-1.92308, 3.23077, -3.60258,  4.90868,  241,        2,
( 42/13|-17/13), 3.23077,-1.30769,  6.05233,  0.66558,  241,        2,
( -3/13|-35/13),-0.23077,-2.69231, -0.43231, -6.07345,  242,        2,
(-35/13| 38/13),-2.69231, 2.92308, -5.04361,  3.41112,  242,        2,
( 38/13| -3/13), 2.92308,-0.23077,  5.47592,  2.66234,  242,        2,
(-42/13| 30/13),-3.23077, 2.30769, -6.05233,  1.49756,  243,        2,
( 12/13|-42/13), 0.92308,-3.23077,  1.72924, -5.99026,  243,        2,
( 30/13| 12/13), 2.30769, 0.92308,  4.32309,  4.49269,  243,        2,
(-42/13| 12/13),-3.23077, 0.92308, -6.05233, -1.49756,  244,        1,
( 12/13| 30/13), 0.92308, 2.30769,  1.72924,  5.99026,  244,        1,
( 30/13|-42/13), 2.30769,-3.23077,  4.32309, -4.49269,  244,        1,
(-12/13| 42/13),-0.92308, 3.23077, -1.72924,  5.99026,  245,        2,
(-30/13|-12/13),-2.30769,-0.92308, -4.32309, -4.49269,  245,        2,
( 42/13|-30/13), 3.23077,-2.30769,  6.05233, -1.49756,  245,        2,
(-12/13|-30/13),-0.92308,-2.30769, -1.72924, -5.99026,  246,        1,
(-30/13| 42/13),-2.30769, 3.23077, -4.32309,  4.49269,  246,        1,
( 42/13|-12/13), 3.23077,-0.92308,  6.05233,  1.49756,  246,        1,
(-43/13| 27/13),-3.30769, 2.07692, -6.19644,  0.91518,  247,        2,
( 16/13|-43/13), 1.23077,-3.30769,  2.30565, -5.82386,  247,        2,
( 27/13| 16/13), 2.07692, 1.23077,  3.89078,  4.90868,  247,        2,
(-41/13| 33/13),-3.15385, 2.53846, -5.90823,  2.07995,  248,        2,
( 33/13|  8/13), 2.53846, 0.61538,  4.75540,  4.07670,  248,        2,
(  8/13|-41/13), 0.61538,-3.15385,  1.15283, -6.15665,  248,        2,
(-43/13| 16/13),-3.30769, 1.23077, -6.19644, -0.91518,  249,        1,
( 16/13| 27/13), 1.23077, 2.07692,  2.30565,  5.82386,  249,        1,
( 27/13|-43/13), 2.07692,-3.30769,  3.89078, -4.90868,  249,        1,
(-33/13| 41/13),-2.53846, 3.15385, -4.75540,  4.07670,  250,        1,
( -8/13|-33/13),-0.61538,-2.53846, -1.15283, -6.15665,  250,        1,
( 41/13| -8/13), 3.15385,-0.61538,  5.90823,  2.07995,  250,        1,
(-41/13|  8/13),-3.15385, 0.61538, -5.90823, -2.07995,  251,        1,
( 33/13|-41/13), 2.53846,-3.15385,  4.75540, -4.07670,  251,        1,
(  8/13| 33/13), 0.61538, 2.53846,  1.15283,  6.15665,  251,        1,
(-33/13| -8/13),-2.53846,-0.61538, -4.75540, -4.07670,  252,        2,
( -8/13| 41/13),-0.61538, 3.15385, -1.15283,  6.15665,  252,        2,
( 41/13|-33/13), 3.15385,-2.53846,  5.90823, -2.07995,  252,        2,
(-16/13| 43/13),-1.23077, 3.30769, -2.30565,  5.82386,  253,        2,
(-27/13|-16/13),-2.07692,-1.23077, -3.89078, -4.90868,  253,        2,
( 43/13|-27/13), 3.30769,-2.07692,  6.19644, -0.91518,  253,        2,
(-16/13|-27/13),-1.23077,-2.07692, -2.30565, -5.82386,  254,        1,
(-27/13| 43/13),-2.07692, 3.30769, -3.89078,  4.90868,  254,        1,
( 43/13|-16/13), 3.30769,-1.23077,  6.19644,  0.91518,  254,        1,
(-43/13| 29/13),-3.30769, 2.23077, -6.19644,  1.24797,  255,        1,
( 14/13|-43/13), 1.07692,-3.30769,  2.01744, -5.99026,  255,        1,
( 29/13| 14/13), 2.23077, 1.07692,  4.17899,  4.74229,  255,        1,
(-41/13| 34/13),-3.15385, 2.61538, -5.90823,  2.24635,  256,        1,
( 34/13|  7/13), 2.61538, 0.53846,  4.89951,  3.99350,  256,        1,
(  7/13|-41/13), 0.53846,-3.15385,  1.00872, -6.23985,  256,        1,
(-43/13| 14/13),-3.30769, 1.07692, -6.19644, -1.24797,  257,        2,
( 14/13| 29/13), 1.07692, 2.23077,  2.01744,  5.99026,  257,        2,
( 29/13|-43/13), 2.23077,-3.30769,  4.17899, -4.74229,  257,        2,
(-34/13| 41/13),-2.61538, 3.15385, -4.89951,  3.99350,  258,        2,
( -7/13|-34/13),-0.53846,-2.61538, -1.00872, -6.23985,  258,        2,
( 41/13| -7/13), 3.15385,-0.53846,  5.90823,  2.24635,  258,        2,
(-41/13|  7/13),-3.15385, 0.53846, -5.90823, -2.24635,  259,        2,
( 34/13|-41/13), 2.61538,-3.15385,  4.89951, -3.99350,  259,        2,
(  7/13| 34/13), 0.53846, 2.61538,  1.00872,  6.23985,  259,        2,
(-34/13| -7/13),-2.61538,-0.53846, -4.89951, -3.99350,  260,        1,
( -7/13| 41/13),-0.53846, 3.15385, -1.00872,  6.23985,  260,        1,
( 41/13|-34/13), 3.15385,-2.61538,  5.90823, -2.24635,  260,        1,
(-14/13| 43/13),-1.07692, 3.30769, -2.01744,  5.99026,  261,        1,
(-29/13|-14/13),-2.23077,-1.07692, -4.17899, -4.74229,  261,        1,
( 43/13|-29/13), 3.30769,-2.23077,  6.19644, -1.24797,  261,        1,
(-14/13|-29/13),-1.07692,-2.23077, -2.01744, -5.99026,  262,        2,
(-29/13| 43/13),-2.23077, 3.30769, -4.17899,  4.74229,  262,        2,
( 43/13|-14/13), 3.30769,-1.07692,  6.19644,  1.24797,  262,        2,
(-44/13| 24/13),-3.38462, 1.84615, -6.34054,  0.33279,  263,        2,
( 20/13|-44/13), 1.53846,-3.38462,  2.88206, -5.65746,  263,        2,
( 24/13| 20/13), 1.84615, 1.53846,  3.45848,  5.32467,  263,        2,
(-40/13| 36/13),-3.07692, 2.76923, -5.76413,  2.66234,  264,        2,
( 36/13|  4/13), 2.76923, 0.30769,  5.18771,  3.66071,  264,        2,
(  4/13|-40/13), 0.30769,-3.07692,  0.57641, -6.32305,  264,        2,
(-44/13| 20/13),-3.38462, 1.53846, -6.34054, -0.33279,  265,        1,
( 20/13| 24/13), 1.53846, 1.84615,  2.88206,  5.65746,  265,        1,
( 24/13|-44/13), 1.84615,-3.38462,  3.45848, -5.32467,  265,        1,
(-36/13| 40/13),-2.76923, 3.07692, -5.18771,  3.66071,  266,        1,
( -4/13|-36/13),-0.30769,-2.76923, -0.57641, -6.32305,  266,        1,
( 40/13| -4/13), 3.07692,-0.30769,  5.76413,  2.66234,  266,        1,
(-40/13|  4/13),-3.07692, 0.30769, -5.76413, -2.66234,  267,        1,
( 36/13|-40/13), 2.76923,-3.07692,  5.18771, -3.66071,  267,        1,
(  4/13| 36/13), 0.30769, 2.76923,  0.57641,  6.32305,  267,        1,
(-36/13| -4/13),-2.76923,-0.30769, -5.18771, -3.66071,  268,        2,
( -4/13| 40/13),-0.30769, 3.07692, -0.57641,  6.32305,  268,        2,
( 40/13|-36/13), 3.07692,-2.76923,  5.76413, -2.66234,  268,        2,
(-20/13| 44/13),-1.53846, 3.38462, -2.88206,  5.65746,  269,        2,
(-24/13|-20/13),-1.84615,-1.53846, -3.45848, -5.32467,  269,        2,
( 44/13|-24/13), 3.38462,-1.84615,  6.34054, -0.33279,  269,        2,
(-20/13|-24/13),-1.53846,-1.84615, -2.88206, -5.65746,  270,        1,
(-24/13| 44/13),-1.84615, 3.38462, -3.45848,  5.32467,  270,        1,
( 44/13|-20/13), 3.38462,-1.53846,  6.34054,  0.33279,  270,        1,
(-45/13| 24/13),-3.46154, 1.84615, -6.48464,  0.24959,  271,        1,
( 21/13|-45/13), 1.61538,-3.46154,  3.02617, -5.74066,  271,        1,
( 24/13| 21/13), 1.84615, 1.61538,  3.45848,  5.49107,  271,        1,
(-45/13| 21/13),-3.46154, 1.61538, -6.48464, -0.24959,  272,        2,
( 21/13| 24/13), 1.61538, 1.84615,  3.02617,  5.74066,  272,        2,
( 24/13|-45/13), 1.84615,-3.46154,  3.45848, -5.49107,  272,        2,
( -3   |  3   ),-3.00000, 3.00000, -5.62002,  3.24472,  273,      1+2,
(  0   | -3   ), 0.00000,-3.00000, -0.00000, -6.48944,  273,      1+2,
(  3   |  0   ), 3.00000, 0.00000,  5.62002,  3.24472,  273,      1+2,
( -3   |  0   ),-3.00000, 0.00000, -5.62002, -3.24472,  274,      1+2,
(  0   |  3   ), 0.00000, 3.00000,  0.00000,  6.48944,  274,      1+2,
(  3   | -3   ), 3.00000,-3.00000,  5.62002, -3.24472,  274,      1+2,
(-21/13| 45/13),-1.61538, 3.46154, -3.02617,  5.74066,  275,        1,
(-24/13|-21/13),-1.84615,-1.61538, -3.45848, -5.49107,  275,        1,
( 45/13|-24/13), 3.46154,-1.84615,  6.48464, -0.24959,  275,        1,
(-21/13|-24/13),-1.61538,-1.84615, -3.02617, -5.74066,  276,        2,
(-24/13| 45/13),-1.84615, 3.46154, -3.45848,  5.49107,  276,        2,
( 45/13|-21/13), 3.46154,-1.61538,  6.48464,  0.24959,  276,        2,
(-44/13| 33/13),-3.38462, 2.53846, -6.34054,  1.83036,  277,        1,
( 11/13|-44/13), 0.84615,-3.38462,  1.58513, -6.40625,  277,        1,
( 33/13| 11/13), 2.53846, 0.84615,  4.75540,  4.57589,  277,        1,
(-44/13| 11/13),-3.38462, 0.84615, -6.34054, -1.83036,  278,        2,
( 11/13| 33/13), 0.84615, 2.53846,  1.58513,  6.40625,  278,        2,
( 33/13|-44/13), 2.53846,-3.38462,  4.75540, -4.57589,  278,        2,
(-11/13| 44/13),-0.84615, 3.38462, -1.58513,  6.40625,  279,        1,
(-33/13|-11/13),-2.53846,-0.84615, -4.75540, -4.57589,  279,        1,
( 44/13|-33/13), 3.38462,-2.53846,  6.34054, -1.83036,  279,        1,
(-11/13|-33/13),-0.84615,-2.53846, -1.58513, -6.40625,  280,        2,
(-33/13| 44/13),-2.53846, 3.38462, -4.75540,  4.57589,  280,        2,
( 44/13|-11/13), 3.38462,-0.84615,  6.34054,  1.83036,  280,        2,
(-46/13| 28/13),-3.53846, 2.15385, -6.62874,  0.83198,  281,        1,
( 18/13|-46/13), 1.38462,-3.53846,  2.59386, -6.15665,  281,        1,
( 28/13| 18/13), 2.15385, 1.38462,  4.03489,  5.32467,  281,        1,
(-42/13| 38/13),-3.23077, 2.92308, -6.05233,  2.82873,  282,        1,
( 38/13|  4/13), 2.92308, 0.30769,  5.47592,  3.82711,  282,        1,
(  4/13|-42/13), 0.30769,-3.23077,  0.57641, -6.65584,  282,        1,
(-46/13| 18/13),-3.53846, 1.38462, -6.62874, -0.83198,  283,        2,
( 18/13| 28/13), 1.38462, 2.15385,  2.59386,  6.15665,  283,        2,
( 28/13|-46/13), 2.15385,-3.53846,  4.03489, -5.32467,  283,        2,
(-38/13| 42/13),-2.92308, 3.23077, -5.47592,  3.82711,  284,        2,
( -4/13|-38/13),-0.30769,-2.92308, -0.57641, -6.65584,  284,        2,
( 42/13| -4/13), 3.23077,-0.30769,  6.05233,  2.82873,  284,        2,
(-42/13|  4/13),-3.23077, 0.30769, -6.05233, -2.82873,  285,        2,
( 38/13|-42/13), 2.92308,-3.23077,  5.47592, -3.82711,  285,        2,
(  4/13| 38/13), 0.30769, 2.92308,  0.57641,  6.65584,  285,        2,
(-38/13| -4/13),-2.92308,-0.30769, -5.47592, -3.82711,  286,        1,
( -4/13| 42/13),-0.30769, 3.23077, -0.57641,  6.65584,  286,        1,
( 42/13|-38/13), 3.23077,-2.92308,  6.05233, -2.82873,  286,        1,
(-18/13| 46/13),-1.38462, 3.53846, -2.59386,  6.15665,  287,        1,
(-28/13|-18/13),-2.15385,-1.38462, -4.03489, -5.32467,  287,        1,
( 46/13|-28/13), 3.53846,-2.15385,  6.62874, -0.83198,  287,        1,
(-18/13|-28/13),-1.38462,-2.15385, -2.59386, -6.15665,  288,        2,
(-28/13| 46/13),-2.15385, 3.53846, -4.03489,  5.32467,  288,        2,
( 46/13|-18/13), 3.53846,-1.38462,  6.62874,  0.83198,  288,        2,
(-46/13| 31/13),-3.53846, 2.38462, -6.62874,  1.33117,  289,        2,
( 15/13|-46/13), 1.15385,-3.53846,  2.16155, -6.40625,  289,        2,
( 31/13| 15/13), 2.38462, 1.15385,  4.46720,  5.07508,  289,        2,
(-45/13| 34/13),-3.46154, 2.61538, -6.48464,  1.91355,  290,        2,
( 11/13|-45/13), 0.84615,-3.46154,  1.58513, -6.57264,  290,        2,
( 34/13| 11/13), 2.61538, 0.84615,  4.89951,  4.65909,  290,        2,
(-46/13| 15/13),-3.53846, 1.15385, -6.62874, -1.33117,  291,        1,
( 15/13| 31/13), 1.15385, 2.38462,  2.16155,  6.40625,  291,        1,
( 31/13|-46/13), 2.38462,-3.53846,  4.46720, -5.07508,  291,        1,
(-45/13| 11/13),-3.46154, 0.84615, -6.48464, -1.91355,  292,        1,
( 11/13| 34/13), 0.84615, 2.61538,  1.58513,  6.57264,  292,        1,
( 34/13|-45/13), 2.61538,-3.46154,  4.89951, -4.65909,  292,        1,
(-15/13| 46/13),-1.15385, 3.53846, -2.16155,  6.40625,  293,        2,
(-31/13|-15/13),-2.38462,-1.15385, -4.46720, -5.07508,  293,        2,
( 46/13|-31/13), 3.53846,-2.38462,  6.62874, -1.33117,  293,        2,
(-11/13| 45/13),-0.84615, 3.46154, -1.58513,  6.57264,  294,        2,
(-34/13|-11/13),-2.61538,-0.84615, -4.89951, -4.65909,  294,        2,
( 45/13|-34/13), 3.46154,-2.61538,  6.48464, -1.91355,  294,        2,
(-15/13|-31/13),-1.15385,-2.38462, -2.16155, -6.40625,  295,        1,
