# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Cu(111)-(3xr3)rect.tlm
#
# Structure: Cu(111)-(3xr3)rect
#
# Max. LEED Energy: 1100.0 eV
# Bulk lattice: Hexagonal (p6m); a = 2.5435 AA; alpha = 120.00 deg
#        Basis: a = [2.5435 0.0000]; b = [-1.2717  2.2027]
# Surface lattice: Rectangular (pg[1 0]); a = 4.4055 AA; b = 7.6305 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [0.0000 4.4055]; b = [7.6305 0.0000]
#            Superlattice: [[1 2] [3 0]]
# Domain 2 - Basis: a = [-3.8152  2.2027]; b = [-3.8153 -6.6082]
#            Superlattice: [[-1  1] [-3 -3]]
# Domain 3 - Basis: a = [3.8153 2.2027]; b = [-3.8152  6.6082]
#            Superlattice: [[2 1] [0 3]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( -1/3| 14/3),-0.33333, 4.66667, -0.82343, 12.83601,  219,    1+2+3,
(  1/3| 13/3), 0.33333, 4.33333,  0.82343, 12.83601,  219,    1+2+3,
(-14/3| 13/3),-4.66667, 4.33333,-11.52802,  5.70489,  220,    1+2+3,
( 14/3| -1/3), 4.66667,-0.33333, 11.52802,  5.70489,  220,    1+2+3,
(-10/3|-11/6),-3.33333,-1.83333, -8.23430, -9.98356,  221,        1,
(-11/6|-10/3),-1.83333,-3.33333, -4.52887,-12.12290,  221,        3,
(-31/6| 10/3),-5.16667, 3.33333,-12.76317,  2.13933,  221,        3,
( 10/3|-31/6), 3.33333,-5.16667,  8.23430, -9.98356,  221,        1,
( 11/6|-31/6), 1.83333,-5.16667,  4.52887,-12.12290,  221,        2,
( 31/6|-11/6), 5.16667,-1.83333, 12.76317,  2.13933,  221,        2,
( -2/3| 29/6),-0.66667, 4.83333, -1.64686, 12.83601,  222,        1,
(-25/6| 29/6),-4.16667, 4.83333,-10.29288,  7.84423,  222,        2,
(-29/6| 25/6),-4.83333, 4.16667,-11.93974,  4.99178,  222,        2,
(  2/3| 25/6), 0.66667, 4.16667,  1.64686, 12.83601,  222,        1,
( 25/6|  2/3), 4.16667, 0.66667, 10.29288,  7.84423,  222,        3,
( 29/6| -2/3), 4.83333,-0.66667, 11.93974,  4.99178,  222,        3,
(-10/3| 31/6),-3.33333, 5.16667, -8.23430,  9.98356,  223,        1,
(-11/6| 31/6),-1.83333, 5.16667, -4.52887, 12.12290,  223,        2,
(-31/6| 11/6),-5.16667, 1.83333,-12.76317, -2.13933,  223,        2,
( 10/3| 11/6), 3.33333, 1.83333,  8.23430,  9.98356,  223,        1,
( 11/6| 10/3), 1.83333, 3.33333,  4.52887, 12.12290,  223,        3,
( 31/6|-10/3), 5.16667,-3.33333, 12.76317, -2.13933,  223,        3,
( -2/3|-25/6),-0.66667,-4.16667, -1.64686,-12.83601,  224,        1,
(-25/6| -2/3),-4.16667,-0.66667,-10.29288, -7.84423,  224,        3,
(-29/6|  2/3),-4.83333, 0.66667,-11.93974, -4.99178,  224,        3,
(  2/3|-29/6), 0.66667,-4.83333,  1.64686,-12.83601,  224,        1,
( 25/6|-29/6), 4.16667,-4.83333, 10.29288, -7.84423,  224,        2,
( 29/6|-25/6), 4.83333,-4.16667, 11.93974, -4.99178,  224,        2,
( -5  |  1  ),-5.00000, 1.00000,-12.35146, -4.27867,  225,    1+2+3,
(  5  | -4  ), 5.00000,-4.00000, 12.35146, -4.27867,  225,    1+2+3,
( -4  | -1  ),-4.00000,-1.00000, -9.88116, -8.55734,  226,    1+2+3,
(  4  | -5  ), 4.00000,-5.00000,  9.88116, -8.55734,  226,    1+2+3,
( -1  | -4  ),-1.00000,-4.00000, -2.47029,-12.83601,  227,    1+2+3,
(  1  | -5  ), 1.00000,-5.00000,  2.47029,-12.83601,  227,    1+2+3,
( -5  |  4  ),-5.00000, 4.00000,-12.35146,  4.27867,  228,    1+2+3,
(  5  | -1  ), 5.00000,-1.00000, 12.35146,  4.27867,  228,    1+2+3,
( -4  |  5  ),-4.00000, 5.00000, -9.88116,  8.55734,  229,    1+2+3,
(  4  |  1  ), 4.00000, 1.00000,  9.88116,  8.55734,  229,    1+2+3,
( -1  |  5  ),-1.00000, 5.00000, -2.47029, 12.83601,  230,    1+2+3,
(  1  |  4  ), 1.00000, 4.00000,  2.47029, 12.83601,  230,    1+2+3,
(-16/3|  8/3),-5.33333, 2.66667,-13.17489,  0.00000,  231,    1+2+3,
( -8/3| -8/3),-2.66667,-2.66667, -6.58744,-11.40979,  231,    1+2+3,
( 16/3| -8/3), 5.33333,-2.66667, 13.17489, -0.00000,  231,    1+2+3,
(  8/3|-16/3), 2.66667,-5.33333,  6.58744,-11.40979,  231,    1+2+3,
(-16/3|  8/3),-5.33333, 2.66667,-13.17489,  0.00000,  232,    1+2+3,
( -8/3| 16/3),-2.66667, 5.33333, -6.58744, 11.40979,  232,    1+2+3,
( 16/3| -8/3), 5.33333,-2.66667, 13.17489, -0.00000,  232,    1+2+3,
(  8/3|  8/3), 2.66667, 2.66667,  6.58744, 11.40979,  232,    1+2+3,
(-23/6| -4/3),-3.83333,-1.33333, -9.46945, -9.27045,  233,        3,
(-31/6|  4/3),-5.16667, 1.33333,-12.76317, -3.56556,  233,        3,
( -4/3|-23/6),-1.33333,-3.83333, -3.29372,-12.83601,  233,        1,
( 23/6|-31/6), 3.83333,-5.16667,  9.46945, -9.27045,  233,        2,
( 31/6|-23/6), 5.16667,-3.83333, 12.76317, -3.56556,  233,        2,
(  4/3|-31/6), 1.33333,-5.16667,  3.29372,-12.83601,  233,        1,
(-13/6|-19/6),-2.16667,-3.16667, -5.35230,-12.12290,  234,        2,
(-16/3| 13/6),-5.33333, 2.16667,-13.17489, -1.42622,  234,        1,
(-19/6| 16/3),-3.16667, 5.33333, -7.82259, 10.69667,  234,        3,
( 13/6|-16/3), 2.16667,-5.33333,  5.35230,-12.12290,  234,        3,
( 16/3|-19/6), 5.33333,-3.16667, 13.17489, -1.42622,  234,        1,
( 19/6| 13/6), 3.16667, 2.16667,  7.82259, 10.69667,  234,        2,
(-13/6| 16/3),-2.16667, 5.33333, -5.35230, 12.12290,  235,        3,
(-16/3| 19/6),-5.33333, 3.16667,-13.17489,  1.42622,  235,        1,
(-19/6|-13/6),-3.16667,-2.16667, -7.82259,-10.69667,  235,        2,
( 13/6| 19/6), 2.16667, 3.16667,  5.35230, 12.12290,  235,        2,
( 16/3|-13/6), 5.33333,-2.16667, 13.17489,  1.42622,  235,        1,
( 19/6|-16/3), 3.16667,-5.33333,  7.82259,-10.69667,  235,        3,
(-23/6| 31/6),-3.83333, 5.16667, -9.46945,  9.27045,  236,        2,
(-31/6| 23/6),-5.16667, 3.83333,-12.76317,  3.56556,  236,        2,
( -4/3| 31/6),-1.33333, 5.16667, -3.29372, 12.83601,  236,        1,
( 23/6|  4/3), 3.83333, 1.33333,  9.46945,  9.27045,  236,        3,
( 31/6| -4/3), 5.16667,-1.33333, 12.76317,  3.56556,  236,        3,
(  4/3| 23/6), 1.33333, 3.83333,  3.29372, 12.83601,  236,        1,
(-11/3| -5/3),-3.66667,-1.66667, -9.05773, -9.98356,  237,    1+2+3,
( 11/3|-16/3), 3.66667,-5.33333,  9.05773, -9.98356,  237,    1+2+3,
(-16/3|  5/3),-5.33333, 1.66667,-13.17489, -2.85245,  238,    1+2+3,
( 16/3|-11/3), 5.33333,-3.66667, 13.17489, -2.85245,  238,    1+2+3,
(-16/3| 11/3),-5.33333, 3.66667,-13.17489,  2.85245,  239,    1+2+3,
( 16/3| -5/3), 5.33333,-1.66667, 13.17489,  2.85245,  239,    1+2+3,
( -5/3|-11/3),-1.66667,-3.66667, -4.11715,-12.83601,  240,    1+2+3,
(  5/3|-16/3), 1.66667,-5.33333,  4.11715,-12.83601,  240,    1+2+3,
(-11/3| 16/3),-3.66667, 5.33333, -9.05773,  9.98356,  241,    1+2+3,
( 11/3|  5/3), 3.66667, 1.66667,  9.05773,  9.98356,  241,    1+2+3,
( -5/3| 16/3),-1.66667, 5.33333, -4.11715, 12.83601,  242,    1+2+3,
(  5/3| 11/3), 1.66667, 3.66667,  4.11715, 12.83601,  242,    1+2+3,
( -1/6|-14/3),-0.16667,-4.66667, -0.41172,-13.54912,  243,        3,
(-14/3| -1/6),-4.66667,-0.16667,-11.52802, -7.13112,  243,        1,
(-29/6| 14/3),-4.83333, 4.66667,-11.93974,  6.41800,  243,        3,
(  1/6|-29/6), 0.16667,-4.83333,  0.41172,-13.54912,  243,        2,
( 14/3|-29/6), 4.66667,-4.83333, 11.52802, -7.13112,  243,        1,
( 29/6| -1/6), 4.83333,-0.16667, 11.93974,  6.41800,  243,        2,
( -1/6| 29/6),-0.16667, 4.83333, -0.41172, 13.54912,  244,        2,
(-14/3| 29/6),-4.66667, 4.83333,-11.52802,  7.13112,  244,        1,
(-29/6|  1/6),-4.83333, 0.16667,-11.93974, -6.41800,  244,        2,
(  1/6| 14/3), 0.16667, 4.66667,  0.41172, 13.54912,  244,        3,
( 14/3|  1/6), 4.66667, 0.16667, 11.52802,  7.13112,  244,        1,
( 29/6|-14/3), 4.83333,-4.66667, 11.93974, -6.41800,  244,        3,
( -1/2| -9/2),-0.50000,-4.50000, -1.23515,-13.54912,  245,        2,
( -5  |  1/2),-5.00000, 0.50000,-12.35146, -5.70489,  245,        1,
( -9/2|  5  ),-4.50000, 5.00000,-11.11631,  7.84423,  245,        3,
(  1/2| -5  ), 0.50000,-5.00000,  1.23515,-13.54912,  245,        3,
(  5  | -9/2), 5.00000,-4.50000, 12.35146, -5.70489,  245,        1,
(  9/2|  1/2), 4.50000, 0.50000, 11.11631,  7.84423,  245,        2,
( -1/2|  5  ),-0.50000, 5.00000, -1.23515, 13.54912,  246,        3,
( -5  |  9/2),-5.00000, 4.50000,-12.35146,  5.70489,  246,        1,
( -9/2| -1/2),-4.50000,-0.50000,-11.11631, -7.84423,  246,        2,
(  1/2|  9/2), 0.50000, 4.50000,  1.23515, 13.54912,  246,        2,
(  5  | -1/2), 5.00000,-0.50000, 12.35146,  5.70489,  246,        1,
(  9/2| -5  ), 4.50000,-5.00000, 11.11631, -7.84423,  246,        3,
(-11/2|  5/2),-5.50000, 2.50000,-13.58660, -0.71311,  247,        2,
( -3  | 11/2),-3.00000, 5.50000, -7.41087, 11.40979,  247,        1,
( -5/2| 11/2),-2.50000, 5.50000, -6.17573, 12.12290,  247,        2,
( 11/2| -3  ), 5.50000,-3.00000, 13.58660, -0.71311,  247,        3,
(  3  |  5/2), 3.00000, 2.50000,  7.41087, 11.40979,  247,        1,
(  5/2|  3  ), 2.50000, 3.00000,  6.17573, 12.12290,  247,        3,
(-11/2|  3  ),-5.50000, 3.00000,-13.58660,  0.71311,  248,        3,
( -3  | -5/2),-3.00000,-2.50000, -7.41087,-11.40979,  248,        1,
( -5/2| -3  ),-2.50000,-3.00000, -6.17573,-12.12290,  248,        3,
( 11/2| -5/2), 5.50000,-2.50000, 13.58660,  0.71311,  248,        2,
(  3  |-11/2), 3.00000,-5.50000,  7.41087,-11.40979,  248,        1,
(  5/2|-11/2), 2.50000,-5.50000,  6.17573,-12.12290,  248,        2,
(-13/3| -5/6),-4.33333,-0.83333,-10.70459, -8.55734,  249,        1,
(-31/6| 13/3),-5.16667, 4.33333,-12.76317,  4.99178,  249,        3,
( -5/6|-13/3),-0.83333,-4.33333, -2.05858,-13.54912,  249,        3,
( 13/3|-31/6), 4.33333,-5.16667, 10.70459, -8.55734,  249,        1,
( 31/6| -5/6), 5.16667,-0.83333, 12.76317,  4.99178,  249,        2,
(  5/6|-31/6), 0.83333,-5.16667,  2.05858,-13.54912,  249,        2,
(-13/3| 31/6),-4.33333, 5.16667,-10.70459,  8.55734,  250,        1,
(-31/6|  5/6),-5.16667, 0.83333,-12.76317, -4.99178,  250,        2,
( -5/6| 31/6),-0.83333, 5.16667, -2.05858, 13.54912,  250,        2,
( 13/3|  5/6), 4.33333, 0.83333, 10.70459,  8.55734,  250,        1,
( 31/6|-13/3), 5.16667,-4.33333, 12.76317, -4.99178,  250,        3,
(  5/6| 13/3), 0.83333, 4.33333,  2.05858, 13.54912,  250,        3,
(-11/2|  2  ),-5.50000, 2.00000,-13.58660, -2.13933,  251,        3,
( -2  | -7/2),-2.00000,-3.50000, -4.94058,-12.83601,  251,        1,
( -7/2| -2  ),-3.50000,-2.00000, -8.64602,-10.69667,  251,        3,
( 11/2| -7/2), 5.50000,-3.50000, 13.58660, -2.13933,  251,        2,
(  2  |-11/2), 2.00000,-5.50000,  4.94058,-12.83601,  251,        1,
(  7/2|-11/2), 3.50000,-5.50000,  8.64602,-10.69667,  251,        2,
(-11/2|  7/2),-5.50000, 3.50000,-13.58660,  2.13933,  252,        2,
( -2  | 11/2),-2.00000, 5.50000, -4.94058, 12.83601,  252,        1,
( -7/2| 11/2),-3.50000, 5.50000, -8.64602, 10.69667,  252,        2,
( 11/2| -2  ), 5.50000,-2.00000, 13.58660,  2.13933,  252,        3,
(  2  |  7/2), 2.00000, 3.50000,  4.94058, 12.83601,  252,        1,
(  7/2|  2  ), 3.50000, 2.00000,  8.64602, 10.69667,  252,        3,
(-16/3|  7/6),-5.33333, 1.16667,-13.17489, -4.27867,  253,        1,
(-25/6| 16/3),-4.16667, 5.33333,-10.29288,  9.27045,  253,        3,
( -7/6|-25/6),-1.16667,-4.16667, -2.88201,-13.54912,  253,        2,
( 16/3|-25/6), 5.33333,-4.16667, 13.17489, -4.27867,  253,        1,
( 25/6|  7/6), 4.16667, 1.16667, 10.29288,  9.27045,  253,        2,
(  7/6|-16/3), 1.16667,-5.33333,  2.88201,-13.54912,  253,        3,
(-16/3| 25/6),-5.33333, 4.16667,-13.17489,  4.27867,  254,        1,
(-25/6| -7/6),-4.16667,-1.16667,-10.29288, -9.27045,  254,        2,
( -7/6| 16/3),-1.16667, 5.33333, -2.88201, 13.54912,  254,        3,
( 16/3| -7/6), 5.33333,-1.16667, 13.17489,  4.27867,  254,        1,
( 25/6|-16/3), 4.16667,-5.33333, 10.29288, -9.27045,  254,        3,
(  7/6| 25/6), 1.16667, 4.16667,  2.88201, 13.54912,  254,        2,
