# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/00 - GUI/input examples/TaS2(0001)-(rt13xrt13)R13.9.tlm
#
# Structure: TaS2-(r13xr13)R13.9° - all domains
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p6m); a = 3.3540 AA; alpha = 120.00 deg
#        Basis: a = [3.3540 0.0000]; b = [-1.6770  2.9046]
# Surface lattice: Hexagonal (p3); a = 12.0930 AA; alpha = 120.00 deg
#
# Exporting beams from 2 domain(s) out of 2 symmetry-equivalent ones
# Domain 1 - Basis: a = [11.7390  2.9046]; b = [-8.3850  8.7139]
#            Superlattice: [[ 4  1] [-1  3]]
# Domain 2 - Basis: a = [11.7390 -2.9046]; b = [-8.3850 -8.7139]
#            Superlattice: [[ 3 -1] [-4 -3]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h  |   k  ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( 29/13|  9/13), 2.23077, 0.69231,  4.17899,  3.91031,  104,        2,
(  9/13|-38/13), 0.69231,-2.92308,  1.29693, -5.57427,  104,        2,
(  9/13| 29/13), 0.69231, 2.23077,  1.29693,  5.57427,  104,        1,
(-37/13| 31/13),-2.84615, 2.38462, -5.33182,  2.07995,  105,        1,
(-37/13|  6/13),-2.84615, 0.46154, -5.33182, -2.07995,  105,        2,
( 31/13|-37/13), 2.38462,-2.84615,  4.46720, -3.57751,  105,        2,
( 31/13|  6/13), 2.38462, 0.46154,  4.46720,  3.57751,  105,        1,
(  6/13|-37/13), 0.46154,-2.84615,  0.86462, -5.65746,  105,        1,
(  6/13| 31/13), 0.46154, 2.38462,  0.86462,  5.65746,  105,        2,
(-31/13| -6/13),-2.38462,-0.46154, -4.46720, -3.57751,  106,        1,
(-31/13| 37/13),-2.38462, 2.84615, -4.46720,  3.57751,  106,        2,
( -6/13|-31/13),-0.46154,-2.38462, -0.86462, -5.65746,  106,        2,
( -6/13| 37/13),-0.46154, 2.84615, -0.86462,  5.65746,  106,        1,
( 37/13|-31/13), 2.84615,-2.38462,  5.33182, -2.07995,  106,        1,
( 37/13| -6/13), 2.84615,-0.46154,  5.33182,  2.07995,  106,        2,
(-29/13| -9/13),-2.23077,-0.69231, -4.17899, -3.91031,  107,        2,
(-29/13| 38/13),-2.23077, 2.92308, -4.17899,  3.91031,  107,        1,
( -9/13|-29/13),-0.69231,-2.23077, -1.29693, -5.57427,  107,        1,
( -9/13| 38/13),-0.69231, 2.92308, -1.29693,  5.57427,  107,        2,
( 38/13|-29/13), 2.92308,-2.23077,  5.47592, -1.66396,  107,        2,
( 38/13| -9/13), 2.92308,-0.69231,  5.47592,  1.66396,  107,        1,
( -1   | -2   ),-1.00000,-2.00000, -1.87334, -5.40787,  108,      1+2,
( -1   |  3   ),-1.00000, 3.00000, -1.87334,  5.40787,  108,      1+2,
( -2   | -1   ),-2.00000,-1.00000, -3.74668, -4.32630,  108,      1+2,
( -2   |  3   ),-2.00000, 3.00000, -3.74668,  4.32630,  108,      1+2,
(  3   | -1   ), 3.00000,-1.00000,  5.62002,  1.08157,  108,      1+2,
(  3   | -2   ), 3.00000,-2.00000,  5.62002, -1.08157,  108,      1+2,
(-17/13|-23/13),-1.30769,-1.76923, -2.44975, -5.24147,  109,        1,
(-17/13| 40/13),-1.30769, 3.07692, -2.44975,  5.24147,  109,        2,
(-23/13|-17/13),-1.76923,-1.30769, -3.31437, -4.74229,  109,        2,
(-23/13| 40/13),-1.76923, 3.07692, -3.31437,  4.74229,  109,        1,
( 40/13|-17/13), 3.07692,-1.30769,  5.76413,  0.49919,  109,        1,
( 40/13|-23/13), 3.07692,-1.76923,  5.76413, -0.49919,  109,        2,
(-37/13| 32/13),-2.84615, 2.46154, -5.33182,  2.24635,  110,        2,
(-37/13|  5/13),-2.84615, 0.38462, -5.33182, -2.24635,  110,        1,
( 32/13|-37/13), 2.46154,-2.84615,  4.61130, -3.49432,  110,        1,
( 32/13|  5/13), 2.46154, 0.38462,  4.61130,  3.49432,  110,        2,
(  5/13|-37/13), 0.38462,-2.84615,  0.72052, -5.74066,  110,        2,
(  5/13| 32/13), 0.38462, 2.46154,  0.72052,  5.74066,  110,        1,
(-32/13| -5/13),-2.46154,-0.38462, -4.61130, -3.49432,  111,        2,
(-32/13| 37/13),-2.46154, 2.84615, -4.61130,  3.49432,  111,        1,
( -5/13|-32/13),-0.38462,-2.46154, -0.72052, -5.74066,  111,        1,
( -5/13| 37/13),-0.38462, 2.84615, -0.72052,  5.74066,  111,        2,
( 37/13|-32/13), 2.84615,-2.46154,  5.33182, -2.24635,  111,        2,
( 37/13| -5/13), 2.84615,-0.38462,  5.33182,  2.24635,  111,        1,
(-40/13| 17/13),-3.07692, 1.30769, -5.76413, -0.49919,  112,        1,
(-40/13| 23/13),-3.07692, 1.76923, -5.76413,  0.49919,  112,        2,
( 17/13|-40/13), 1.30769,-3.07692,  2.44975, -5.24147,  112,        2,
( 17/13| 23/13), 1.30769, 1.76923,  2.44975,  5.24147,  112,        1,
( 23/13|-40/13), 1.76923,-3.07692,  3.31437, -4.74229,  112,        1,
( 23/13| 17/13), 1.76923, 1.30769,  3.31437,  4.74229,  112,        2,
(-36/13|  1/13),-2.76923, 0.07692, -5.18771, -2.82873,  113,        1,
(-36/13| 35/13),-2.76923, 2.69231, -5.18771,  2.82873,  113,        2,
(  1/13|-36/13), 0.07692,-2.76923,  0.14410, -5.90706,  113,        2,
(  1/13| 35/13), 0.07692, 2.69231,  0.14410,  5.90706,  113,        1,
( 35/13|-36/13), 2.69231,-2.76923,  5.04361, -3.07833,  113,        1,
( 35/13|  1/13), 2.69231, 0.07692,  5.04361,  3.07833,  113,        2,
(-41/13| 20/13),-3.15385, 1.53846, -5.90823, -0.08320,  114,        2,
(-41/13| 21/13),-3.15385, 1.61538, -5.90823,  0.08320,  114,        1,
( 20/13|-41/13), 1.53846,-3.15385,  2.88206, -5.15828,  114,        1,
( 20/13| 21/13), 1.53846, 1.61538,  2.88206,  5.15828,  114,        2,
( 21/13|-41/13), 1.61538,-3.15385,  3.02617, -5.07508,  114,        2,
( 21/13| 20/13), 1.61538, 1.53846,  3.02617,  5.07508,  114,        1,
(-20/13|-21/13),-1.53846,-1.61538, -2.88206, -5.15828,  115,        2,
(-20/13| 41/13),-1.53846, 3.15385, -2.88206,  5.15828,  115,        1,
(-21/13|-20/13),-1.61538,-1.53846, -3.02617, -5.07508,  115,        1,
(-21/13| 41/13),-1.61538, 3.15385, -3.02617,  5.07508,  115,        2,
( 41/13|-20/13), 3.15385,-1.53846,  5.90823,  0.08320,  115,        2,
( 41/13|-21/13), 3.15385,-1.61538,  5.90823, -0.08320,  115,        1,
( -1/13|-35/13),-0.07692,-2.69231, -0.14410, -5.90706,  116,        1,
( -1/13| 36/13),-0.07692, 2.76923, -0.14410,  5.90706,  116,        2,
(-35/13| -1/13),-2.69231,-0.07692, -5.04361, -3.07833,  116,        2,
(-35/13| 36/13),-2.69231, 2.76923, -5.04361,  3.07833,  116,        1,
( 36/13| -1/13), 2.76923,-0.07692,  5.18771,  2.82873,  116,        1,
( 36/13|-35/13), 2.76923,-2.69231,  5.18771, -2.82873,  116,        2,
(-10/13|-30/13),-0.76923,-2.30769, -1.44103, -5.82386,  117,        2,
(-10/13| 40/13),-0.76923, 3.07692, -1.44103,  5.82386,  117,        1,
(-30/13|-10/13),-2.30769,-0.76923, -4.32309, -4.15990,  117,        1,
(-30/13| 40/13),-2.30769, 3.07692, -4.32309,  4.15990,  117,        2,
( 40/13|-10/13), 3.07692,-0.76923,  5.76413,  1.66396,  117,        2,
( 40/13|-30/13), 3.07692,-2.30769,  5.76413, -1.66396,  117,        1,
(-40/13| 10/13),-3.07692, 0.76923, -5.76413, -1.66396,  118,        2,
(-40/13| 30/13),-3.07692, 2.30769, -5.76413,  1.66396,  118,        1,
( 10/13|-40/13), 0.76923,-3.07692,  1.44103, -5.82386,  118,        1,
( 10/13| 30/13), 0.76923, 2.30769,  1.44103,  5.82386,  118,        2,
( 30/13|-40/13), 2.30769,-3.07692,  4.32309, -4.15990,  118,        2,
( 30/13| 10/13), 2.30769, 0.76923,  4.32309,  4.15990,  118,        1,
(-38/13|  3/13),-2.92308, 0.23077, -5.47592, -2.66234,  119,        2,
(-38/13| 35/13),-2.92308, 2.69231, -5.47592,  2.66234,  119,        1,
(  3/13|-38/13), 0.23077,-2.92308,  0.43231, -6.07345,  119,        1,
(  3/13| 35/13), 0.23077, 2.69231,  0.43231,  6.07345,  119,        2,
( 35/13|-38/13), 2.69231,-2.92308,  5.04361, -3.41112,  119,        2,
( 35/13|  3/13), 2.69231, 0.23077,  5.04361,  3.41112,  119,        1,
(-42/13| 17/13),-3.23077, 1.30769, -6.05233, -0.66558,  120,        2,
(-42/13| 25/13),-3.23077, 1.92308, -6.05233,  0.66558,  120,        1,
( 17/13|-42/13), 1.30769,-3.23077,  2.44975, -5.57427,  120,        1,
( 17/13| 25/13), 1.30769, 1.92308,  2.44975,  5.57427,  120,        2,
( 25/13|-42/13), 1.92308,-3.23077,  3.60258, -4.90868,  120,        2,
( 25/13| 17/13), 1.92308, 1.30769,  3.60258,  4.90868,  120,        1,
(-17/13|-25/13),-1.30769,-1.92308, -2.44975, -5.57427,  121,        2,
(-17/13| 42/13),-1.30769, 3.23077, -2.44975,  5.57427,  121,        1,
(-25/13|-17/13),-1.92308,-1.30769, -3.60258, -4.90868,  121,        1,
(-25/13| 42/13),-1.92308, 3.23077, -3.60258,  4.90868,  121,        2,
( 42/13|-17/13), 3.23077,-1.30769,  6.05233,  0.66558,  121,        2,
( 42/13|-25/13), 3.23077,-1.92308,  6.05233, -0.66558,  121,        1,
( -3/13|-35/13),-0.23077,-2.69231, -0.43231, -6.07345,  122,        2,
( -3/13| 38/13),-0.23077, 2.92308, -0.43231,  6.07345,  122,        1,
(-35/13| -3/13),-2.69231,-0.23077, -5.04361, -3.41112,  122,        1,
(-35/13| 38/13),-2.69231, 2.92308, -5.04361,  3.41112,  122,        2,
( 38/13| -3/13), 2.92308,-0.23077,  5.47592,  2.66234,  122,        2,
( 38/13|-35/13), 2.92308,-2.69231,  5.47592, -2.66234,  122,        1,
(-42/13| 12/13),-3.23077, 0.92308, -6.05233, -1.49756,  123,        1,
(-42/13| 30/13),-3.23077, 2.30769, -6.05233,  1.49756,  123,        2,
( 12/13|-42/13), 0.92308,-3.23077,  1.72924, -5.99026,  123,        2,
( 12/13| 30/13), 0.92308, 2.30769,  1.72924,  5.99026,  123,        1,
( 30/13|-42/13), 2.30769,-3.23077,  4.32309, -4.49269,  123,        1,
( 30/13| 12/13), 2.30769, 0.92308,  4.32309,  4.49269,  123,        2,
(-12/13|-30/13),-0.92308,-2.30769, -1.72924, -5.99026,  124,        1,
(-12/13| 42/13),-0.92308, 3.23077, -1.72924,  5.99026,  124,        2,
(-30/13|-12/13),-2.30769,-0.92308, -4.32309, -4.49269,  124,        2,
(-30/13| 42/13),-2.30769, 3.23077, -4.32309,  4.49269,  124,        1,
( 42/13|-12/13), 3.23077,-0.92308,  6.05233,  1.49756,  124,        1,
( 42/13|-30/13), 3.23077,-2.30769,  6.05233, -1.49756,  124,        2,
(-33/13| -8/13),-2.53846,-0.61538, -4.75540, -4.07670,  125,        2,
(-33/13| 41/13),-2.53846, 3.15385, -4.75540,  4.07670,  125,        1,
( -8/13|-33/13),-0.61538,-2.53846, -1.15283, -6.15665,  125,        1,
( -8/13| 41/13),-0.61538, 3.15385, -1.15283,  6.15665,  125,        2,
( 41/13|-33/13), 3.15385,-2.53846,  5.90823, -2.07995,  125,        2,
( 41/13| -8/13), 3.15385,-0.61538,  5.90823,  2.07995,  125,        1,
(-43/13| 16/13),-3.30769, 1.23077, -6.19644, -0.91518,  126,        1,
(-43/13| 27/13),-3.30769, 2.07692, -6.19644,  0.91518,  126,        2,
( 16/13|-43/13), 1.23077,-3.30769,  2.30565, -5.82386,  126,        2,
( 16/13| 27/13), 1.23077, 2.07692,  2.30565,  5.82386,  126,        1,
( 27/13|-43/13), 2.07692,-3.30769,  3.89078, -4.90868,  126,        1,
( 27/13| 16/13), 2.07692, 1.23077,  3.89078,  4.90868,  126,        2,
(-16/13|-27/13),-1.23077,-2.07692, -2.30565, -5.82386,  127,        1,
(-16/13| 43/13),-1.23077, 3.30769, -2.30565,  5.82386,  127,        2,
(-27/13|-16/13),-2.07692,-1.23077, -3.89078, -4.90868,  127,        2,
(-27/13| 43/13),-2.07692, 3.30769, -3.89078,  4.90868,  127,        1,
( 43/13|-16/13), 3.30769,-1.23077,  6.19644,  0.91518,  127,        1,
( 43/13|-27/13), 3.30769,-2.07692,  6.19644, -0.91518,  127,        2,
(-41/13| 33/13),-3.15385, 2.53846, -5.90823,  2.07995,  128,        2,
(-41/13|  8/13),-3.15385, 0.61538, -5.90823, -2.07995,  128,        1,
( 33/13|-41/13), 2.53846,-3.15385,  4.75540, -4.07670,  128,        1,
( 33/13|  8/13), 2.53846, 0.61538,  4.75540,  4.07670,  128,        2,
(  8/13|-41/13), 0.61538,-3.15385,  1.15283, -6.15665,  128,        2,
(  8/13| 33/13), 0.61538, 2.53846,  1.15283,  6.15665,  128,        1,
(-43/13| 14/13),-3.30769, 1.07692, -6.19644, -1.24797,  129,        2,
(-43/13| 29/13),-3.30769, 2.23077, -6.19644,  1.24797,  129,        1,
( 14/13|-43/13), 1.07692,-3.30769,  2.01744, -5.99026,  129,        1,
( 14/13| 29/13), 1.07692, 2.23077,  2.01744,  5.99026,  129,        2,
( 29/13|-43/13), 2.23077,-3.30769,  4.17899, -4.74229,  129,        2,
( 29/13| 14/13), 2.23077, 1.07692,  4.17899,  4.74229,  129,        1,
(-34/13| -7/13),-2.61538,-0.53846, -4.89951, -3.99350,  130,        1,
(-34/13| 41/13),-2.61538, 3.15385, -4.89951,  3.99350,  130,        2,
( -7/13|-34/13),-0.53846,-2.61538, -1.00872, -6.23985,  130,        2,
( -7/13| 41/13),-0.53846, 3.15385, -1.00872,  6.23985,  130,        1,
( 41/13|-34/13), 3.15385,-2.61538,  5.90823, -2.24635,  130,        1,
( 41/13| -7/13), 3.15385,-0.53846,  5.90823,  2.24635,  130,        2,
(-41/13| 34/13),-3.15385, 2.61538, -5.90823,  2.24635,  131,        1,
(-41/13|  7/13),-3.15385, 0.53846, -5.90823, -2.24635,  131,        2,
( 34/13|-41/13), 2.61538,-3.15385,  4.89951, -3.99350,  131,        2,
( 34/13|  7/13), 2.61538, 0.53846,  4.89951,  3.99350,  131,        1,
(  7/13|-41/13), 0.53846,-3.15385,  1.00872, -6.23985,  131,        1,
(  7/13| 34/13), 0.53846, 2.61538,  1.00872,  6.23985,  131,        2,
(-14/13|-29/13),-1.07692,-2.23077, -2.01744, -5.99026,  132,        2,
(-14/13| 43/13),-1.07692, 3.30769, -2.01744,  5.99026,  132,        1,
(-29/13|-14/13),-2.23077,-1.07692, -4.17899, -4.74229,  132,        1,
(-29/13| 43/13),-2.23077, 3.30769, -4.17899,  4.74229,  132,        2,
( 43/13|-14/13), 3.30769,-1.07692,  6.19644,  1.24797,  132,        2,
( 43/13|-29/13), 3.30769,-2.23077,  6.19644, -1.24797,  132,        1,
(-36/13| -4/13),-2.76923,-0.30769, -5.18771, -3.66071,  133,        2,
(-36/13| 40/13),-2.76923, 3.07692, -5.18771,  3.66071,  133,        1,
( -4/13|-36/13),-0.30769,-2.76923, -0.57641, -6.32305,  133,        1,
( -4/13| 40/13),-0.30769, 3.07692, -0.57641,  6.32305,  133,        2,
( 40/13|-36/13), 3.07692,-2.76923,  5.76413, -2.66234,  133,        2,
( 40/13| -4/13), 3.07692,-0.30769,  5.76413,  2.66234,  133,        1,
(-44/13| 20/13),-3.38462, 1.53846, -6.34054, -0.33279,  134,        1,
(-44/13| 24/13),-3.38462, 1.84615, -6.34054,  0.33279,  134,        2,
( 20/13|-44/13), 1.53846,-3.38462,  2.88206, -5.65746,  134,        2,
( 20/13| 24/13), 1.53846, 1.84615,  2.88206,  5.65746,  134,        1,
( 24/13|-44/13), 1.84615,-3.38462,  3.45848, -5.32467,  134,        1,
( 24/13| 20/13), 1.84615, 1.53846,  3.45848,  5.32467,  134,        2,
(-20/13|-24/13),-1.53846,-1.84615, -2.88206, -5.65746,  135,        1,
(-20/13| 44/13),-1.53846, 3.38462, -2.88206,  5.65746,  135,        2,
(-24/13|-20/13),-1.84615,-1.53846, -3.45848, -5.32467,  135,        2,
(-24/13| 44/13),-1.84615, 3.38462, -3.45848,  5.32467,  135,        1,
( 44/13|-20/13), 3.38462,-1.53846,  6.34054,  0.33279,  135,        1,
( 44/13|-24/13), 3.38462,-1.84615,  6.34054, -0.33279,  135,        2,
(-40/13| 36/13),-3.07692, 2.76923, -5.76413,  2.66234,  136,        2,
(-40/13|  4/13),-3.07692, 0.30769, -5.76413, -2.66234,  136,        1,
( 36/13|-40/13), 2.76923,-3.07692,  5.18771, -3.66071,  136,        1,
( 36/13|  4/13), 2.76923, 0.30769,  5.18771,  3.66071,  136,        2,
(  4/13|-40/13), 0.30769,-3.07692,  0.57641, -6.32305,  136,        2,
(  4/13| 36/13), 0.30769, 2.76923,  0.57641,  6.32305,  136,        1,
( -3   |  0   ),-3.00000, 0.00000, -5.62002, -3.24472,  137,      1+2,
( -3   |  3   ),-3.00000, 3.00000, -5.62002,  3.24472,  137,      1+2,
(  0   | -3   ), 0.00000,-3.00000,  0.00000, -6.48944,  137,      1+2,
(  0   |  3   ), 0.00000, 3.00000, -0.00000,  6.48944,  137,      1+2,
(  3   | -3   ), 3.00000,-3.00000,  5.62002, -3.24472,  137,      1+2,
(  3   |  0   ), 3.00000, 0.00000,  5.62002,  3.24472,  137,      1+2,
(-21/13|-24/13),-1.61538,-1.84615, -3.02617, -5.74066,  138,        2,
(-21/13| 45/13),-1.61538, 3.46154, -3.02617,  5.74066,  138,        1,
(-24/13|-21/13),-1.84615,-1.61538, -3.45848, -5.49107,  138,        1,
(-24/13| 45/13),-1.84615, 3.46154, -3.45848,  5.49107,  138,        2,
( 45/13|-21/13), 3.46154,-1.61538,  6.48464,  0.24959,  138,        2,
( 45/13|-24/13), 3.46154,-1.84615,  6.48464, -0.24959,  138,        1,
(-45/13| 21/13),-3.46154, 1.61538, -6.48464, -0.24959,  139,        2,
(-45/13| 24/13),-3.46154, 1.84615, -6.48464,  0.24959,  139,        1,
( 21/13|-45/13), 1.61538,-3.46154,  3.02617, -5.74066,  139,        1,
( 21/13| 24/13), 1.61538, 1.84615,  3.02617,  5.74066,  139,        2,
( 24/13|-45/13), 1.84615,-3.46154,  3.45848, -5.49107,  139,        2,
( 24/13| 21/13), 1.84615, 1.61538,  3.45848,  5.49107,  139,        1,
(-44/13| 11/13),-3.38462, 0.84615, -6.34054, -1.83036,  140,        2,
(-44/13| 33/13),-3.38462, 2.53846, -6.34054,  1.83036,  140,        1,
( 11/13|-44/13), 0.84615,-3.38462,  1.58513, -6.40625,  140,        1,
( 11/13| 33/13), 0.84615, 2.53846,  1.58513,  6.40625,  140,        2,
( 33/13|-44/13), 2.53846,-3.38462,  4.75540, -4.57589,  140,        2,
( 33/13| 11/13), 2.53846, 0.84615,  4.75540,  4.57589,  140,        1,
(-11/13|-33/13),-0.84615,-2.53846, -1.58513, -6.40625,  141,        2,
(-11/13| 44/13),-0.84615, 3.38462, -1.58513,  6.40625,  141,        1,
(-33/13|-11/13),-2.53846,-0.84615, -4.75540, -4.57589,  141,        1,
(-33/13| 44/13),-2.53846, 3.38462, -4.75540,  4.57589,  141,        2,
( 44/13|-11/13), 3.38462,-0.84615,  6.34054,  1.83036,  141,        2,
( 44/13|-33/13), 3.38462,-2.53846,  6.34054, -1.83036,  141,        1,
(-38/13| -4/13),-2.92308,-0.30769, -5.47592, -3.82711,  142,        1,
(-38/13| 42/13),-2.92308, 3.23077, -5.47592,  3.82711,  142,        2,
( -4/13|-38/13),-0.30769,-2.92308, -0.57641, -6.65584,  142,        2,
( -4/13| 42/13),-0.30769, 3.23077, -0.57641,  6.65584,  142,        1,
( 42/13|-38/13), 3.23077,-2.92308,  6.05233, -2.82873,  142,        1,
( 42/13| -4/13), 3.23077,-0.30769,  6.05233,  2.82873,  142,        2,
(-46/13| 18/13),-3.53846, 1.38462, -6.62874, -0.83198,  143,        2,
(-46/13| 28/13),-3.53846, 2.15385, -6.62874,  0.83198,  143,        1,
( 18/13|-46/13), 1.38462,-3.53846,  2.59386, -6.15665,  143,        1,
( 18/13| 28/13), 1.38462, 2.15385,  2.59386,  6.15665,  143,        2,
( 28/13|-46/13), 2.15385,-3.53846,  4.03489, -5.32467,  143,        2,
( 28/13| 18/13), 2.15385, 1.38462,  4.03489,  5.32467,  143,        1,
(-18/13|-28/13),-1.38462,-2.15385, -2.59386, -6.15665,  144,        2,
(-18/13| 46/13),-1.38462, 3.53846, -2.59386,  6.15665,  144,        1,
(-28/13|-18/13),-2.15385,-1.38462, -4.03489, -5.32467,  144,        1,
(-28/13| 46/13),-2.15385, 3.53846, -4.03489,  5.32467,  144,        2,
( 46/13|-18/13), 3.53846,-1.38462,  6.62874,  0.83198,  144,        2,
( 46/13|-28/13), 3.53846,-2.15385,  6.62874, -0.83198,  144,        1,
(-42/13| 38/13),-3.23077, 2.92308, -6.05233,  2.82873,  145,        1,
(-42/13|  4/13),-3.23077, 0.30769, -6.05233, -2.82873,  145,        2,
( 38/13|-42/13), 2.92308,-3.23077,  5.47592, -3.82711,  145,        2,
( 38/13|  4/13), 2.92308, 0.30769,  5.47592,  3.82711,  145,        1,
(  4/13|-42/13), 0.30769,-3.23077,  0.57641, -6.65584,  145,        1,
(  4/13| 38/13), 0.30769, 2.92308,  0.57641,  6.65584,  145,        2,
(-46/13| 15/13),-3.53846, 1.15385, -6.62874, -1.33117,  146,        1,
(-46/13| 31/13),-3.53846, 2.38462, -6.62874,  1.33117,  146,        2,
( 15/13|-46/13), 1.15385,-3.53846,  2.16155, -6.40625,  146,        2,
( 15/13| 31/13), 1.15385, 2.38462,  2.16155,  6.40625,  146,        1,
( 31/13|-46/13), 2.38462,-3.53846,  4.46720, -5.07508,  146,        1,
( 31/13| 15/13), 2.38462, 1.15385,  4.46720,  5.07508,  146,        2,
(-15/13|-31/13),-1.15385,-2.38462, -2.16155, -6.40625,  147,        1,
(-15/13| 46/13),-1.15385, 3.53846, -2.16155,  6.40625,  147,        2,
(-31/13|-15/13),-2.38462,-1.15385, -4.46720, -5.07508,  147,        2,
(-31/13| 46/13),-2.38462, 3.53846, -4.46720,  5.07508,  147,        1,
( 46/13|-15/13), 3.53846,-1.15385,  6.62874,  1.33117,  147,        1,
( 46/13|-31/13), 3.53846,-2.38462,  6.62874, -1.33117,  147,        2,
(-45/13| 11/13),-3.46154, 0.84615, -6.48464, -1.91355,  148,        1,
(-45/13| 34/13),-3.46154, 2.61538, -6.48464,  1.91355,  148,        2,
( 11/13|-45/13), 0.84615,-3.46154,  1.58513, -6.57264,  148,        2,
( 11/13| 34/13), 0.84615, 2.61538,  1.58513,  6.57264,  148,        1,
( 34/13|-45/13), 2.61538,-3.46154,  4.89951, -4.65909,  148,        1,
( 34/13| 11/13), 2.61538, 0.84615,  4.89951,  4.65909,  148,        2,
(-11/13|-34/13),-0.84615,-2.61538, -1.58513, -6.57264,  149,        1,
(-11/13| 45/13),-0.84615, 3.46154, -1.58513,  6.57264,  149,        2,
(-34/13|-11/13),-2.61538,-0.84615, -4.89951, -4.65909,  149,        2,
(-34/13| 45/13),-2.61538, 3.46154, -4.89951,  4.65909,  149,        1,
( 45/13|-11/13), 3.46154,-0.84615,  6.48464,  1.91355,  149,        1,
( 45/13|-34/13), 3.46154,-2.61538,  6.48464, -1.91355,  149,        2,
(-19/13|-28/13),-1.46154,-2.15385, -2.73796, -6.23985,  150,        1,
(-19/13| 47/13),-1.46154, 3.61538, -2.73796,  6.23985,  150,        2,
(-28/13|-19/13),-2.15385,-1.46154, -4.03489, -5.49107,  150,        2,
(-28/13| 47/13),-2.15385, 3.61538, -4.03489,  5.49107,  150,        1,
( 47/13|-19/13), 3.61538,-1.46154,  6.77285,  0.74878,  150,        1,
( 47/13|-28/13), 3.61538,-2.15385,  6.77285, -0.74878,  150,        2,
(-47/13| 19/13),-3.61538, 1.46154, -6.77285, -0.74878,  151,        1,
(-47/13| 28/13),-3.61538, 2.15385, -6.77285,  0.74878,  151,        2,
( 19/13|-47/13), 1.46154,-3.61538,  2.73796, -6.23985,  151,        2,
( 19/13| 28/13), 1.46154, 2.15385,  2.73796,  6.23985,  151,        1,
( 28/13|-47/13), 2.15385,-3.61538,  4.03489, -5.49107,  151,        1,
( 28/13| 19/13), 2.15385, 1.46154,  4.03489,  5.49107,  151,        2,
(-37/13| -7/13),-2.84615,-0.53846, -5.33182, -4.24310,  152,        2,
(-37/13| 44/13),-2.84615, 3.38462, -5.33182,  4.24310,  152,        1,
( -7/13|-37/13),-0.53846,-2.84615, -1.00872, -6.73904,  152,        1,
( -7/13| 44/13),-0.53846, 3.38462, -1.00872,  6.73904,  152,        2,
( 44/13|-37/13), 3.38462,-2.84615,  6.34054, -2.49594,  152,        2,
( 44/13| -7/13), 3.38462,-0.53846,  6.34054,  2.49594,  152,        1,
(-44/13| 37/13),-3.38462, 2.84615, -6.34054,  2.49594,  153,        2,
(-44/13|  7/13),-3.38462, 0.53846, -6.34054, -2.49594,  153,        1,
( 37/13|-44/13), 2.84615,-3.38462,  5.33182, -4.24310,  153,        1,
( 37/13|  7/13), 2.84615, 0.53846,  5.33182,  4.24310,  153,        2,
(  7/13|-44/13), 0.53846,-3.38462,  1.00872, -6.73904,  153,        2,
(  7/13| 37/13), 0.53846, 2.84615,  1.00872,  6.73904,  153,        1,
(-43/13|  3/13),-3.30769, 0.23077, -6.19644, -3.07833,  154,        1,
(-43/13| 40/13),-3.30769, 3.07692, -6.19644,  3.07833,  154,        2,
(  3/13|-43/13), 0.23077,-3.30769,  0.43231, -6.90543,  154,        2,
(  3/13| 40/13), 0.23077, 3.07692,  0.43231,  6.90543,  154,        1,
( 40/13|-43/13), 3.07692,-3.30769,  5.76413, -3.82711,  154,        1,
( 40/13|  3/13), 3.07692, 0.23077,  5.76413,  3.82711,  154,        2,
(-37/13| -8/13),-2.84615,-0.61538, -5.33182, -4.40949,  155,        1,
(-37/13| 45/13),-2.84615, 3.46154, -5.33182,  4.40949,  155,        2,
( -8/13|-37/13),-0.61538,-2.84615, -1.15283, -6.82224,  155,        2,
( -8/13| 45/13),-0.61538, 3.46154, -1.15283,  6.82224,  155,        1,
( 45/13|-37/13), 3.46154,-2.84615,  6.48464, -2.41274,  155,        1,
( 45/13| -8/13), 3.46154,-0.61538,  6.48464,  2.41274,  155,        2,
(-23/13|-25/13),-1.76923,-1.92308, -3.31437, -6.07345,  156,        1,
(-23/13| 48/13),-1.76923, 3.69231, -3.31437,  6.07345,  156,        2,
(-25/13|-23/13),-1.92308,-1.76923, -3.60258, -5.90706,  156,        2,
(-25/13| 48/13),-1.92308, 3.69231, -3.60258,  5.90706,  156,        1,
( 48/13|-23/13), 3.69231,-1.76923,  6.91695,  0.16640,  156,        1,
( 48/13|-25/13), 3.69231,-1.92308,  6.91695, -0.16640,  156,        2,
(-48/13| 23/13),-3.69231, 1.76923, -6.91695, -0.16640,  157,        1,
